task_id,type,example_id,arxiv_id,kind,categories,prompt,answer
1205.4484#1:bound-cloze:1,bound-cloze,1205.4484#1,1205.4484,theorem,hardness-of-approximation; proof-complexity,"let MYoldlabel let newcommand #1 MYoldlabel thm:subexp For every 1<c<C , there is a poly (n)exp ([MASK] ) -time algorithm that computes a (c,C) -approximation for the 2 → q norm of any linear operator whose range is varmathbb R^n . global expandafter def csname MYMEMORY #1 endcsname For every 1<c<C , there is a poly (n)exp (n^ 2/q ) -time algorithm that computes a (c,C) -approximation for the 2 → q norm of any linear operator whose range is varmathbb R^n . let MYoldlabel",n^ 2/q
1205.4484#1:paper-subarea:1,paper-subarea,1205.4484#1,1205.4484,theorem,hardness-of-approximation; proof-complexity,"let MYoldlabel let newcommand #1 MYoldlabel thm:subexp For every 1<c<C , there is a poly (n)exp (n^ 2/q ) -time algorithm that computes a (c,C) -approximation for the 2 → q norm of any linear operator whose range is varmathbb R^n . global expandafter def csname MYMEMORY #1 endcsname For every 1<c<C , there is a poly (n)exp (n^ 2/q ) -time algorithm that computes a (c,C) -approximation for the 2 → q norm of any linear operator whose range is varmathbb R^n . let MYoldlabel

[MASK]",hardness-of-approximation; proof-complexity
1205.4484#3:bound-cloze:2,bound-cloze,1205.4484#3,1205.4484,theorem,hardness-of-approximation; proof-complexity,"let MYoldlabel let newcommand #1 MYoldlabel thm:BCY Let up sf Tensor-SDP xspace ^ (d) denote the n^ [MASK] -time algorithm by extending up sf Tensor-SDP xspace to d rounds of the Sum-of-Squares hierarchy. Then for all ε , there is d=O( log (n)/ε^2) such that \[ |A|_ 2 → 4 ^4 leqslant up sf Tensor-SDP xspace ^ (d) (A) leqslant |A|_ 2 → 4 ^4 + ε|A|_ 2 → 2 ^2 |A|_ 2 → ∞ ^2 . \] global expandafter def csname MYMEMORY #1 endcsname Let up sf Tensor-SDP xspace ^ (d) denote the n^ O(d) -time algorithm by extending up sf Tensor-SDP xspace to d rounds of the Sum-of-Squares hierarchy. Then for all ε , there is d=O( log (n)/ε^2) such that \[ |A|_ 2 → 4 ^4 leqslant up sf Tensor-SDP xspace ^ (d) (A) leqslant |A|_ 2 → 4 ^4 + ε|A|_ 2 → 2 ^2 |A|_ 2 → ∞ ^2 . \] let MYoldlabel",O(d)
1205.4484#3:paper-subarea:2,paper-subarea,1205.4484#3,1205.4484,theorem,hardness-of-approximation; proof-complexity,"let MYoldlabel let newcommand #1 MYoldlabel thm:BCY Let up sf Tensor-SDP xspace ^ (d) denote the n^ O(d) -time algorithm by extending up sf Tensor-SDP xspace to d rounds of the Sum-of-Squares hierarchy. Then for all ε , there is d=O( log (n)/ε^2) such that \[ |A|_ 2 → 4 ^4 leqslant up sf Tensor-SDP xspace ^ (d) (A) leqslant |A|_ 2 → 4 ^4 + ε|A|_ 2 → 2 ^2 |A|_ 2 → ∞ ^2 . \] global expandafter def csname MYMEMORY #1 endcsname Let up sf Tensor-SDP xspace ^ (d) denote the n^ O(d) -time algorithm by extending up sf Tensor-SDP xspace to d rounds of the Sum-of-Squares hierarchy. Then for all ε , there is d=O( log (n)/ε^2) such that \[ |A|_ 2 → 4 ^4 leqslant up sf Tensor-SDP xspace ^ (d) (A) leqslant |A|_ 2 → 4 ^4 + ε|A|_ 2 → 2 ^2 |A|_ 2 → ∞ ^2 . \] let MYoldlabel

[MASK]",hardness-of-approximation; proof-complexity
1205.4484#4:paper-subarea:3,paper-subarea,1205.4484#4,1205.4484,theorem,hardness-of-approximation; proof-complexity,"let MYoldlabel let newcommand #1 MYoldlabel thm:sse-hyper For every regular graph G , λ >0 and even q , (Norm bound implies expansion) For all δ>0 ,ε>0 , Vert P_ geqslant λ (G) Vert _ 2 → q leqslant ε/δ^ (q-2)/2q implies that Φ_G(δ) geqslant 1-λ - ε^2 . (Expansion implies norm bound) There are constants c_1, c_2 > 0 such that for all δ>0 , Φ_G(δ) > 1 - c_1λ^ 2q 2^ - c_2q implies Vert P_ geqslant λ (G) Vert _ 2 → q leqslant 2/ sqrt δ . global expandafter def csname MYMEMORY #1 endcsname For every regular graph G , λ >0 and even q , (Norm bound implies expansion) For all δ>0 ,ε>0 , Vert P_ geqslant λ (G) Vert _ 2 → q leqslant ε/δ^ (q-2)/2q implies that Φ_G(δ) geqslant 1-λ - ε^2 . (Expansion implies norm bound) There are constants c_1, c_2 > 0 such that for all δ>0 , Φ_G(δ) > 1 - c_1λ^ 2q 2^ - c_2q implies Vert P_ geqslant λ (G) Vert _ 2 → q leqslant 2/ sqrt δ . let MYoldlabel

[MASK]",hardness-of-approximation; proof-complexity
1205.4484#6:paper-subarea:4,paper-subarea,1205.4484#6,1205.4484,theorem,hardness-of-approximation; proof-complexity,"(Informal) Eight rounds of the SoS relaxation certifies that it is possible to satisfy at most 1/100 fraction of the constraints of texorpdfstring sc Unique Games Unique Games xspace instances of the ``quotient noisy cube'' and ``short code'' types considered in

[MASK]",hardness-of-approximation; proof-complexity
1205.4484#19:bound-cloze:3,bound-cloze,1205.4484#19,1205.4484,theorem,hardness-of-approximation; proof-complexity,"Suppose Tilde varmathbb E _f ( varmathbb E f)^2leqslant δ^2 . Let τ= Tilde varmathbb E _f Σ _r ( Inf ^ (leqslant ell ) _rf)^2 for ell =[MASK] . Then, Tilde varmathbb E _f lef,T_ 1-ε frangle leqslant δ^ 1+Ω(ε) + k^ O( log (1/δ)) · τ^ 1/8 . (Here, we assume that ε , δ and τ are sufficiently small.)",Ω( log (1/δ))
1205.4484#21:bound-cloze:4,bound-cloze,1205.4484#21,1205.4484,theorem,hardness-of-approximation; proof-complexity,"Suppose f^2preceq f and Tilde varmathbb E _f ( varmathbb E f)^2leqslant δ^2 . Let τ= Tilde varmathbb E _f Σ _ r ( Inf ^ (leqslant ell ) _rbar f)^2 for ell =[MASK] . Then, Tilde varmathbb E _f lef,T'_ 1-ε frangle leqslant δ^ 1+Ω(ε) + k^ O( log (1/δ)) · τ^ 1/8 . (Here, we assume that ε , δ and τ are sufficiently small.)",Ω( log (1/δ))
1207.0904#3:bound-cloze:1,bound-cloze,1207.0904#3,1207.0904,theorem,parameterized,"Let T be a 3-manifold triangulation with n tetrahedra, where the graph Γ( T ) has cutwidth ≤ k , and for which a corresponding layout of nodes is known. Then sc taut angle structure can be solved for T in [MASK] time.",O(nk · 3^ 3k/2 )
1207.0904#3:paper-subarea:1,paper-subarea,1207.0904#3,1207.0904,theorem,parameterized,"Let T be a 3-manifold triangulation with n tetrahedra, where the graph Γ( T ) has cutwidth ≤ k , and for which a corresponding layout of nodes is known. Then sc taut angle structure can be solved for T in O(nk · 3^ 3k/2 ) time.

[MASK]",parameterized
1207.0904#4:bound-cloze:2,bound-cloze,1207.0904#4,1207.0904,theorem,parameterized,"Let T be a 3-manifold triangulation with n tetrahedra, where the graph Γ( T ) has treewidth ≤ k , and for which a corresponding tree decomposition with [MASK] tree nodes is known. Then sc taut angle structure can be solved for T in O(nk · 3^ 7k ) time.",O(n)
1207.0904#4:paper-subarea:2,paper-subarea,1207.0904#4,1207.0904,theorem,parameterized,"Let T be a 3-manifold triangulation with n tetrahedra, where the graph Γ( T ) has treewidth ≤ k , and for which a corresponding tree decomposition with O(n) tree nodes is known. Then sc taut angle structure can be solved for T in O(nk · 3^ 7k ) time.

[MASK]",parameterized
1207.0904#12:bound-cloze:3,bound-cloze,1207.0904#12,1207.0904,theorem,parameterized,"Let T be a 3-manifold triangulation with n tetrahedra, where the graph Γ( T ) has cutwidth ≤ k , and for which a corresponding layout of nodes is known. Then sc taut angle structure can be solved for T in [MASK] time.",O(nk · 3^ 3k/2 )
1207.0904#12:paper-subarea:3,paper-subarea,1207.0904#12,1207.0904,theorem,parameterized,"Let T be a 3-manifold triangulation with n tetrahedra, where the graph Γ( T ) has cutwidth ≤ k , and for which a corresponding layout of nodes is known. Then sc taut angle structure can be solved for T in O(nk · 3^ 3k/2 ) time.

[MASK]",parameterized
1207.0904#13:bound-cloze:4,bound-cloze,1207.0904#13,1207.0904,theorem,parameterized,"Let T be a 3-manifold triangulation with n tetrahedra, where the graph Γ( T ) has treewidth ≤ k , and for which a corresponding tree decomposition with [MASK] tree nodes is known. Then sc taut angle structure can be solved for T in O(nk · 3^ 7k ) time.",O(n)
1207.0904#13:paper-subarea:4,paper-subarea,1207.0904#13,1207.0904,theorem,parameterized,"Let T be a 3-manifold triangulation with n tetrahedra, where the graph Γ( T ) has treewidth ≤ k , and for which a corresponding tree decomposition with O(n) tree nodes is known. Then sc taut angle structure can be solved for T in O(nk · 3^ 7k ) time.

[MASK]",parameterized
1210.1290#2:paper-subarea:1,paper-subarea,1210.1290#2,1210.1290,theorem,interactive-proofs; quantum-complexity,"For any constant s ∈ (0,1] , there exists a constant k ∈ N such that \[ QMA ⊆ QMA ^ k - EPR (1, s). \]

[MASK]",interactive-proofs; quantum-complexity
1210.1290#8:bound-cloze:1,bound-cloze,1210.1290#8,1210.1290,theorem,interactive-proofs; quantum-complexity,"For N, k ∈ N , let Q _1, ... , Q _N be quantum registers each consisting of k qubits, and let ρ be an N -partite symmetric state in ( Q _1, ... , Q _N) . For any m ∈ N satisfying m < N and the m -partite reduced state ρ^ (m) of ρ in ( Q _1, ... , Q _m) , there exist C ∈ N , a set {ξ_j}_ j ∈ {1, ... , C } of k -qubit states, and an associated probability distribution {μ_j}_ j ∈ {1, ... , C } such that \[ D gl( ρ^ (m) , Σ _ j=1 ^C μ_j ξ_j^ ⊗ m gr) ≤ frac [MASK] m N . \]",2^ 2k+1
1210.1290#8:paper-subarea:2,paper-subarea,1210.1290#8,1210.1290,theorem,interactive-proofs; quantum-complexity,"For N, k ∈ N , let Q _1, ... , Q _N be quantum registers each consisting of k qubits, and let ρ be an N -partite symmetric state in ( Q _1, ... , Q _N) . For any m ∈ N satisfying m < N and the m -partite reduced state ρ^ (m) of ρ in ( Q _1, ... , Q _m) , there exist C ∈ N , a set {ξ_j}_ j ∈ {1, ... , C } of k -qubit states, and an associated probability distribution {μ_j}_ j ∈ {1, ... , C } such that \[ D gl( ρ^ (m) , Σ _ j=1 ^C μ_j ξ_j^ ⊗ m gr) ≤ frac 2^ 2k+1 m N . \]

[MASK]",interactive-proofs; quantum-complexity
1210.1290#27:relation-cloze:1,relation-cloze,1210.1290#27,1210.1290,theorem,interactive-proofs; quantum-complexity,"For any polynomially bounded function m colon Z ^ + → N and polynomial-time computable functions c,s colon Z ^ + → [0,1] satisfying m ≥ 2 and c - s ≥ 1/p for some polynomially bounded function p colon Z ^ + → N , \[ QIP (m, c, s) [MASK] QIP l( m+1, 1, 1 - frac (c-s)^2 16 r). \]",⊆
1210.1290#27:paper-subarea:3,paper-subarea,1210.1290#27,1210.1290,theorem,interactive-proofs; quantum-complexity,"For any polynomially bounded function m colon Z ^ + → N and polynomial-time computable functions c,s colon Z ^ + → [0,1] satisfying m ≥ 2 and c - s ≥ 1/p for some polynomially bounded function p colon Z ^ + → N , \[ QIP (m, c, s) ⊆ QIP l( m+1, 1, 1 - frac (c-s)^2 16 r). \]

[MASK]",interactive-proofs; quantum-complexity
1210.1290#28:relation-cloze:2,relation-cloze,1210.1290#28,1210.1290,theorem,interactive-proofs; quantum-complexity,"For any polynomially bounded odd-valued function m colon Z ^ + → 2 N + 1 and polynomial-time computable functions c,s colon Z ^ + → [0,1] satisfying m ≥ 3 and c - s ≥ 1/p for some polynomially bounded function p colon Z ^ + → N , \[ QIP (m, c, s) [MASK] QIP l(m, 1, 1 - frac (c-s)^2 16 r). \]",⊆
1210.1290#28:paper-subarea:4,paper-subarea,1210.1290#28,1210.1290,theorem,interactive-proofs; quantum-complexity,"For any polynomially bounded odd-valued function m colon Z ^ + → 2 N + 1 and polynomial-time computable functions c,s colon Z ^ + → [0,1] satisfying m ≥ 3 and c - s ≥ 1/p for some polynomially bounded function p colon Z ^ + → N , \[ QIP (m, c, s) ⊆ QIP l(m, 1, 1 - frac (c-s)^2 16 r). \]

[MASK]",interactive-proofs; quantum-complexity
1210.1290#29:relation-cloze:3,relation-cloze,1210.1290#29,1210.1290,corollary,interactive-proofs; quantum-complexity,"For any polynomially bounded functions m,p colon Z ^ + → N and polynomial-time computable functions c,s colon Z ^ + → [0,1] satisfying m ≥ 2 and c - s ≥ 1/q for some polynomially bounded function q colon Z ^ + → N , \[ QIP (m, c, s) [MASK] QIP (m+1, 1, 2^ -p ). \]",⊆
1210.1290#30:relation-cloze:4,relation-cloze,1210.1290#30,1210.1290,corollary,interactive-proofs; quantum-complexity,"For any polynomially bounded odd-valued function m colon Z ^ + → 2 N + 1 , polynomially bounded function p colon Z ^ + → N , and polynomial-time computable functions c,s colon Z ^ + → [0,1] satisfying m ≥ 3 and c - s ≥ 1/q for some polynomially bounded function q colon Z ^ + → N , \[ QIP (m, c, s) [MASK] QIP (m, 1, 2^ -p ). \]",⊆
1211.6120#8:paper-subarea:1,paper-subarea,1211.6120#8,1211.6120,theorem,interactive-proofs; quantum-complexity,"sf QSEP-STATE _ 1,1-LOCC ( δ_ c ,δ _ s ) sf \ ∈ \ sf QIP(2) if there are polynomial-time computable functions δ_ c ,δ_ s : N → [ 0,1 ] , such that the difference δ_ s ^2 / 8 -2 sqrt δ_ c is larger than an inverse polynomial in the circuit size.

[MASK]",interactive-proofs; quantum-complexity
1211.6120#9:paper-subarea:2,paper-subarea,1211.6120#9,1211.6120,theorem,interactive-proofs; quantum-complexity,"sf QSEP-STATE _ 1,1-LOCC with constant promise gap is sf QSZK -hard.

[MASK]",interactive-proofs; quantum-complexity
1211.6120#12:bound-cloze:1,bound-cloze,1211.6120#12,1211.6120,theorem,interactive-proofs; quantum-complexity,"sf QSEP-CHANNEL _ 1,1-LOCC ( δ_ c ,δ_ s ) is sf QIP -complete if there are polynomial-time computable functions δ_ c ,δ_ s : N → [ 0,1 ] , such that the difference δ_[MASK] / 8 -2 sqrt δ_ c is larger than an inverse polynomial in the circuit size.",s^2
1211.6120#12:paper-subarea:3,paper-subarea,1211.6120#12,1211.6120,theorem,interactive-proofs; quantum-complexity,"sf QSEP-CHANNEL _ 1,1-LOCC ( δ_ c ,δ_ s ) is sf QIP -complete if there are polynomial-time computable functions δ_ c ,δ_ s : N → [ 0,1 ] , such that the difference δ_s^2 / 8 -2 sqrt δ_ c is larger than an inverse polynomial in the circuit size.

[MASK]",interactive-proofs; quantum-complexity
1211.6120#14:paper-subarea:4,paper-subarea,1211.6120#14,1211.6120,theorem,interactive-proofs; quantum-complexity,"sf MULTI-QSEP-STATE _ 1,1-LOCC ( δ_ c ,δ _ s ) sf \ ∈ \ sf QIP(2) if there are polynomial-time computable functions δ_ c ,δ_ s : N → [ 0,1 ] , such that the difference δ_ s ^2 / 8 -2 sqrt δ_ c is larger than an inverse polynomial in the circuit size.

[MASK]",interactive-proofs; quantum-complexity
1308.0776#12:bound-cloze:1,bound-cloze,1308.0776#12,1308.0776,corollary,derandomization; fine-grained,"There is an exact decremental SSSP data structure for paths up to a given length R^ d that has constant query time, and in a decremental graph G = (G_i, w_i)_ 0 ≤ i ≤ k with source node r its total update time can be bounded by O (φ_k( G ) + t_ SP + Σ _ v ∈ V deg _ G_0 (v) · ( min (R^ d , d_ G_k (v, r)) - min (R^ d , d_ G_0 (v, r)) ) ) and [MASK] , where t_ SP is the time needed for computing an SSSP tree up to depth R^ d , and d_ G_0 (v, r) is the initial distance of r to v and d_ G_k (v, r) is the distance of v to r after all k edge deletions.",O (m R^ d )
1308.0776#12:paper-subarea:1,paper-subarea,1308.0776#12,1308.0776,corollary,derandomization; fine-grained,"There is an exact decremental SSSP data structure for paths up to a given length R^ d that has constant query time, and in a decremental graph G = (G_i, w_i)_ 0 ≤ i ≤ k with source node r its total update time can be bounded by O (φ_k( G ) + t_ SP + Σ _ v ∈ V deg _ G_0 (v) · ( min (R^ d , d_ G_k (v, r)) - min (R^ d , d_ G_0 (v, r)) ) ) and O (m R^ d ) , where t_ SP is the time needed for computing an SSSP tree up to depth R^ d , and d_ G_0 (v, r) is the initial distance of r to v and d_ G_k (v, r) is the distance of v to r after all k edge deletions.

[MASK]",derandomization; fine-grained
1308.0776#15:bound-cloze:2,bound-cloze,1308.0776#15,1308.0776,theorem,derandomization; fine-grained,"Assume that for all parameters R^ c and R^ d such that R^ c ≤ R^ d there is a center cover data structure that has constant query time and a total update time of T (R^ c , R^ d ) . Then, for every ε ≤ 1 , there is a (1 + ε, 0) -approximate decremental APSP data structure with [MASK] query time and a total update time of Σ _p T (R^ c _p, R^ d _p) where R^ c _p = ε 2^p and R^ d _p = 2^ p+2 (for 0 ≤ p ≤ lfloor log n rfloor ).",O( log log n )
1308.0776#15:paper-subarea:2,paper-subarea,1308.0776#15,1308.0776,theorem,derandomization; fine-grained,"Assume that for all parameters R^ c and R^ d such that R^ c ≤ R^ d there is a center cover data structure that has constant query time and a total update time of T (R^ c , R^ d ) . Then, for every ε ≤ 1 , there is a (1 + ε, 0) -approximate decremental APSP data structure with O( log log n ) query time and a total update time of Σ _p T (R^ c _p, R^ d _p) where R^ c _p = ε 2^p and R^ d _p = 2^ p+2 (for 0 ≤ p ≤ lfloor log n rfloor ).

[MASK]",derandomization; fine-grained
1308.0776#18:bound-cloze:3,bound-cloze,1308.0776#18,1308.0776,lemma,derandomization; fine-grained,"For every 0 < ε ≤ 1 and every decremental graph G = (G_i)_ 0 ≤ i ≤ k , there is data structure that maintains a dynamic weighted graph H = (H_i, w_i)_ 0 ≤ i ≤ k in [MASK] total time such that H is a (1, 2, lceil 2 / ε rceil ) -locally persevering emulator with high probability. Moreover, the number of edges ever contained in the emulator is | E_k ( H ) | = O (n^ 3/2 log n ) , and the total number of updates in H is φ_k ( H ) = O (n^ 3/2 log n / ε) .",O (m n^ 1/2 log n / ε)
1308.0776#20:bound-cloze:4,bound-cloze,1308.0776#20,1308.0776,lemma,derandomization; fine-grained,The number of edges ever contained in the dynamic graph H is | E_k ( H ) | = [MASK] in expectation.,O (n^ 3/2 log n )
1308.0776#36:paper-subarea:3,paper-subarea,1308.0776#36,1308.0776,corollary,derandomization; fine-grained,"Given the (1, 2, lceil 2 / ε rceil ) -locally persevering emulator H of Cref thm:emulator , there is a (1 + ε, 2) -approximate decremental SSSP data structure for every distance range parameter R^ d that is correct with high probability, and has constant query time and an expected total update time of O ( n^ 3/2 log n / ε + n^ 3/2 R^ d log n ) , where the time for maintaining H is not included.

[MASK]",derandomization; fine-grained
1308.0776#37:paper-subarea:4,paper-subarea,1308.0776#37,1308.0776,theorem,derandomization; fine-grained,"For every 0 < ε ≤ 1 , there is a (1 + ε, 2) -approximate decremental APSP data structure with constant query time and an expected total update time of O ( (n^ 5/2 log ^3 n ) / ε ) that is correct with high probability.

[MASK]",derandomization; fine-grained
1308.5788#3:paper-subarea:1,paper-subarea,1308.5788#3,1308.5788,theorem,interactive-proofs; proof-complexity; quantum-complexity,"The following hold: The trace distance version of (α,β,l) -sc Pure Product State is in BQP for all l and all α<βfrac sqrt 11 32 . (It is implicit here and throughout the rest of the paper that the gap between α and β frac sqrt 11 32 is larger than an inverse polynomial in the input length.) The one-way LOCC version of (ε,2-ε) -sc Bipartite Pure Product State is BQP -hard, even when ε decays exponentially in the input length. Thus, both problems are BQP -complete for all l ≥ 2 and all (α,β) with 0<α<βfrac sqrt 11 32 and β<2 .

[MASK]",interactive-proofs; proof-complexity; quantum-complexity
