paper_id,arxiv_id,title,year,venue_short,categories,status,n_examples,source_chars,classes_used,problems_used,hypotheses_used
arxiv:2604.11952,2604.11952,A Relativizing MIP for BQP,2026,,interactive-proofs; quantum-complexity; structural,ok,20,77461,BQP:42; IP:19; L:7; MIP:33; MIPstar:5; P:2; PCP:37; PSPACE:5; coNP:3,3SAT:1; Forrelation:11,Random Oracle / Relativization:7
arxiv:2604.16389,2604.16389,Complex Boolean Turing Machines: An Algebraic Semantic Framework for Computational Complexity,2026,,meta-complexity; structural,ok,9,32964,NP:10; P:13,,P != NP:3
arxiv:2604.19266,2604.19266,Automatic constraint satisfaction problem,2026,,counting-complexity; descriptive-logic,ok,61,116116,NP:41,3SAT:2; CSP:154; Graph Isomorphism:2; Majority:38; SAT:8,
arxiv:2604.21531,2604.21531,Kernelization Bounds for Constrained Coloring,2026,,fine-grained; parameterized,ok,34,122135,NP:38; coNP:34,CSP:23; Determinant:2; Graph Coloring:6; Matching:1; SAT:11; Vertex Cover:2,
arxiv:2604.21922,2604.21922,Characterizing Streaming Decidability of CSPs via Non-Redundancy,2026,,space-complexity,ok,10,80734,NP:2; coNP:1,CSP:109; Index:3; Parity:3; SAT:28,
arxiv:2604.25321,2604.25321,"Fixed-parameter tractable inference for discrete probabilistic programs, via string diagram algebraisation",2026,,parameterized,ok,60,119702,FP:6; NP:2; PSPACE:2,Matrix Multiplication:5,
arxiv:2604.25585,2604.25585,New Parameterized and Exact Exponential Time Algorithms for Strongly Connected Steiner Subgraph,2026,,parameterized; structural,ok,33,70820,FPT:2; NP:3; XP:1; coNP:3,Hamiltonian Path/Cycle:3; Independent Set:1; Matrix Multiplication:1; Parity:3; Set Cover:6; Vertex Cover:22,ETH:2; SETH:2
arxiv:2604.26972,2604.26972,How Hard Is Continuous Clustering? Lower Bounds from the Existential Theory of the Reals,2026,,structural,ok,11,38008,NP:23,,
arxiv:2604.27142,2604.27142,New Diameter Approximations via Distance Oracle Techniques,2026,,derandomization; fine-grained,ok,28,82825,NL:1,APSP:11; Diameter:2; Hitting Set:22; Matrix Multiplication:3,ETH:3; SETH:5
arxiv:2604.27336,2604.27336,Strongly Refuting Random CSP without Literals,2026,,average-case,ok,124,284684,L^P:2; NP:2; Wt:3,3SAT:1; CSP:151; Determinant:1; Graph Coloring:4; Majority:1; Max-Cut:2; Random k-SAT Refutation:3; SAT:2,
arxiv:2605.06262,2605.06262,Bilateral Treewidth for QBF: Where Strategies and Resolution Meet,2026,,parameterized,ok,24,139859,FPT:1; P:5; PSPACE:3,CSP:1; Parity:1; QBF/TQBF:49; SAT:6,ETH:1
arxiv:2605.06398,2605.06398,On the Parameterized Approximability of (Mergeable) Sum of Radii Clustering,2026,,fine-grained; parameterized,ok,21,79831,FPT:31; NP:4; PTAS:2; XP:1,Dominating Set:3; Set Cover:14,ETH:8
arxiv:2605.08797,2605.08797,Tight Lower Bound for Approximating Parametrized Maximum Likelihood Decoding under ETH,2026,,derandomization; fine-grained,ok,35,65945,FPT:2; NP:1,CSP:3; Error-Correcting Code:1; Parity:2; SAT:15; SVP/CVP:4,ETH:46; Rich Verifier / Gap-ETH:1
arxiv:2605.09547,2605.09547,Computing Flows in Subquadratic Space,2026,,communication-complexity; fine-grained; space-complexity,ok,35,125494,Wk:7,Matching:4; Max-Flow:18; Vertex Cover:1,
arxiv:2605.09648,2605.09648,Understanding Robust Catalytic Computing,2026,,derandomization; space-complexity,ok,65,181637,BPP:1; BPTIME:1; RL:13; SIZE:1; ZPP:1,Majority:1; Matching:1; Nisan-Wigderson:2,
arxiv:2605.09814,2605.09814,Streaming Complexity Separations for Dense and Sparse Graphs,2026,,space-complexity,ok,50,137632,IP:1; L:36; NP:1,CSP:28; Index:2; Matching:1; Max-Cut:30; Pigeonhole:1; Unique Games:1,
doi:10.4230/lipics.lics.2026.13,2605.09815,Towards infinite PCSP: a dichotomy for monochromatic cliques,2026,,hardness-of-approximation,ok,40,111345,NP:4; coNP:2,CSP:57; Graph Coloring:16; Label Cover:14; Pigeonhole:1; Unique Games:5,P != NP:6; Unique Games Conjecture:4
arxiv:2605.09872,2605.09872,Multi-Prover Interactive Proof Systems with Leakage,2026,,hardness-of-approximation; interactive-proofs,ok,36,69611,AH:2; AM:10; IP:3; MIP:88; MIPstar:35; NEXP:23; NP:32; P:1; PCP:34; PSPACE:1,3SAT:6; CSP:8; Label Cover:12,
arxiv:2605.10010,2605.10010,Optimal Inapproximability of Generalized Linear Equations over a Finite Group,2026,,hardness-of-approximation,ok,40,102668,NP:25; P:11; PCP:3; SL:1,3SAT:3; CSP:34; Label Cover:39; MAX-SAT:3; Max-Cut:4; SAT:4; Unique Games:1,P != NP:7; Unique Games Conjecture:7
arxiv:2605.10056,2605.10056,Hardness Amplification for (Sparse) LPN,2026,,average-case,ok,40,80007,E:15; MA:2; NC0:1,Error-Correcting Code:2; Learning Parity with Noise:174; Matrix Multiplication:1; Parity:4,Cryptographic Assumptions:1
arxiv:2605.10941,2605.10941,Average-Case Hardness of Binary-Encoded Clique in Proof and Communication Complexity,2026,,average-case; communication-complexity; proof-complexity,ok,41,114602,NP:3; P:1,Clique:5; Independent Set:1; Parity:6; Pigeonhole:3; SAT:1,ETH:2; P != NP:1
arxiv:2605.14007,2605.14007,Non-Redundancy of Low-Arity Symmetric Boolean CSPs,2026,,parameterized,ok,24,88878,NP:1; P:1,CSP:35; Graph Coloring:1; Max-Cut:1; Parity:1; SAT:6,P != NP:1
arxiv:2605.19055,2605.19055,Super-linear Lower Bounds for CSP Non-Redundancy via Shrinking Instances,2026,,parameterized,ok,27,89160,NP:1,CSP:83; Pigeonhole:1; Range Avoidance:1; SAT:11,
arxiv:2605.22758,2605.22758,A sharp interaction-degree threshold for simulating QAOA,2026,,structural,ok,14,35458,BPP:2; IQP:8; NP:2; P:9; PH:5; PP:13; PPP:3; RP:1; sharpP:1,3SAT:1; CSP:1; Majority:1; Max-Cut:1; Quantum Circuit Sampling:2; SAT:1,
arxiv:2605.23517,2605.23517,Probabilistically checkable proofs for the Existential Theory of the Reals,2026,,hardness-of-approximation; interactive-proofs,ok,29,108933,BPP:1; NP:19; PCP:11; PSPACE:2,3SAT:5; CSP:4; Error-Correcting Code:6; Graph Coloring:2; Independent Set:1; MAX-SAT:2; SAT:7,
arxiv:2605.25303,2605.25303,"Algorithms with Polynomially-Improved Approximation Factors for the $2 \rightarrow q$ Norm, and Applications",2026,,fine-grained; hardness-of-approximation,ok,14,107795,AM:3; BPTIME:1; DTIME:1; EXP:1; NP:4; QMA:3,Vertex Expansion/SSE:9,ETH:5
arxiv:2605.25464,2605.25464,A Note on Approximability of Densest At-Least-k-Subgraph,2026,,hardness-of-approximation,ok,17,46088,FPT:30; NP:6; XP:2,3SAT:5; Clique:1; Planted Clique:6; Vertex Cover:2; Vertex Expansion/SSE:2,ETH:9; Rich Verifier / Gap-ETH:3
arxiv:2605.27098,2605.27098,"Improved Hardness Results for Nash Social Welfare, Budgeted Allocation and GAP via the Unique Games Conjecture",2026,,hardness-of-approximation,ok,21,85150,AM:1; APX:3; NP:17; PCP:1,CSP:7; Unique Games:20; Vertex Cover:2,P != NP:1; Unique Games Conjecture:16
arxiv:2606.00951,2606.00951,Hardness of Approximate Hylland-Zeckhauser Equilibria,2026,,total-search,ok,45,92126,PCP:16; PPAD:47,,
arxiv:2606.03249,2606.03249,Quantum-Classical Equivalence for AND-Functions,2026,,communication-complexity; quantum-complexity,ok,23,81175,TFNP:1,Equality:1; Factoring/Discrete Log:2; Inner Product:1; Parity:1; Search/Grover:2; Sensitivity/Block Sensitivity:6; Set Disjointness:10,Log-Rank Conjecture:2
arxiv:2606.04257,2606.04257,Hardness as an Information Constraint: A Unifying Meta-Complexity Assumption,2026,,average-case; derandomization; meta-complexity,ok,50,156821,BPP:3; E:6; NEXP:4; NP:24; P:21; PH:43; PSPACE:7; Sigma2P:3; ZPP:1; coNP:1,Kolmogorov Complexity:18; MCSP:1; MKTP:11; Range Avoidance:1; SAT:13,One-Way Functions Exist:5; P != NP:5; PH does not collapse:3; Random Oracle / Relativization:6; SETH:39
arxiv:2606.05834,2606.05834,Towards Worst-case Hardness for Low-Noise LPN,2026,,average-case,ok,12,62485,,Error-Correcting Code:5; Learning Parity with Noise:113; Parity:7,Cryptographic Assumptions:1
arxiv:2606.07205,2606.07205,Towards Tight Bounds for Streaming Attention,2026,,space-complexity,ok,56,192567,,Index:6,SETH:1
arxiv:2606.07453,2606.07453,Odd Cycle Transversal in $P_k$-Free Graphs,2026,,hardness-of-approximation,ok,46,111617,NP:7,CSP:2; Independent Set:6; Unique Games:2; Vertex Cover:31,P != NP:1; Unique Games Conjecture:9
arxiv:2606.09588,2606.09588,"Probabilistically Checking Quantum Proofs, with Interaction",2026,,hardness-of-approximation; interactive-proofs; quantum-complexity,ok,61,166396,BQP:1; E:19; L:5; MIP:2; NP:1; P:15; PCP:20; QCMA:1; QMA:39; QMA1:1; WP:3,Circuit Evaluation:1; Error-Correcting Code:9; Local Hamiltonian:8; Parity:17,
doi:10.1007/978-3-032-25336-1_16,2606.10408,A Modular Approach to Succinct Arguments for QMA,2026,,hardness-of-approximation; interactive-proofs; quantum-complexity,ok,57,179587,BQP:1; E:48; NP:14; P:2; PCP:1; PP:3; QMA:48,Learning Parity with Noise:14,Cryptographic Assumptions:7; One-Way Functions Exist:1
arxiv:2606.11283,2606.11283,Fixed-Parameter Tractability of Private Synthetic Data Generation,2026,,parameterized,ok,31,88879,FPT:22; NP:1,CSP:1; Majority:1; Partition Function:7,
arxiv:2606.13367,2606.13367,"Extended Frege proofs, circuits and rewriting",2026,,proof-complexity,ok,5,21889,NL:1; NP:1; coNP:1,,
arxiv:2606.13576,2606.13576,Learning with Simulators: No Regret in a Computationally Bounded World,2026,,meta-complexity,ok,49,185290,P:19; UP:4,Kolmogorov Complexity:15; Majority:7; Partition Function:1,One-Way Functions Exist:1
arxiv:2606.16134,2606.16134,Revisiting average case complexity of multilevel syllogistic: From the 1995 Courant Technical Report to Lean 4 Formalization,2026,,average-case,ok,0,67466,EXP:3; FP:5; NEXP:4; NP:26,Clique:1; Learning Parity with Noise:1; Planted Clique:1; SAT:6,
arxiv:2606.18194,2606.18194,Ergodic Deviation-Robust Equilibrium under Mirror Descent Learning in Finite Games,2026,,total-search,ok,32,96055,NE:21; PPAD:25; sharpP:1,Independent Set:1; Nash Equilibrium:27; Parity:2,
arxiv:2606.18807,2606.18807,Learning Augmented Exact Exponential Algorithms,2026,,parameterized,ok,14,67027,FPT:5; NP:13,CSP:3; Hitting Set:3; Independent Set:2; Label Cover:1; Max-Cut:2; SAT:3; Set Cover:2; Sorting/Selection:3; Vertex Cover:2,ETH:1; SETH:4
arxiv:2606.21298,2606.21298,Setwise Distinguishable Permutations,2026,,derandomization; fine-grained; parameterized,ok,11,49920,NP:8; coNP:7,Graph Coloring:7; Independent Set:4; Vertex Cover:2,
arxiv:2606.25192,2606.25192,Communication complexity of point-line incidences over the reals,2026,,communication-complexity,ok,9,34365,E:1,Majority:1,
arxiv:2606.25875,2606.25875,An Exponent-Tight Conditional Lower Bound for Global Label Min-Cut,2026,,fine-grained,ok,24,58909,FPT:1; NP:1,3SAT:1; CSP:1; Majority:1; SAT:1,ETH:16
arxiv:2606.25887,2606.25887,Furthest Pair Requires Quadratic Time in Superconstant Dimension under SETH,2026,,fine-grained,ok,74,133939,IP:8; L:34,Orthogonal Vectors:4,ETH:2; SETH:7
arxiv:2606.26012,2606.26012,On the Parameterized Complexity of Bounded-Density Vertex Deletion,2026,,parameterized,ok,15,94787,FPT:9; NP:2,Max-Flow:5; Vertex Cover:7,
arxiv:2606.26162,2606.26162,Dissipative Quantum Multiplicative Weights with Sampling Feedback: A Classically Hard Primitive Realized via Engineered Open-System Dynamics,2026,,structural,ok,11,125426,PH:3,Local Hamiltonian:3,
arxiv:2606.27931,2606.27931,Provable Reductions in TFNP,2026,,proof-complexity; total-search,ok,60,144891,AC0:1; FP:3; L:1; L^L:5; NL:5; P:6; PCP:1; P^L:5; RL:4; TFNP:5,QBF/TQBF:10; SAT:30,
arxiv:2607.00857,2607.00857,Warm-Starting All-Pairs Shortest Paths with Predictions,2026,,fine-grained,ok,9,63159,NP:7; P:1,3SUM:1; APSP:36; Clique:1; Hitting Set:5; Matrix Multiplication:6; Max-Flow:1; Unique Games:1,3SUM Conjecture:1; APSP Conjecture:3; ETH:2; P != NP:1; SETH:2; Unique Games Conjecture:1
arxiv:2607.01671,2607.01671,Self-Referential $K$-SAT and the Finite Analogue of Gödel's Incompleteness Theorem,2026,,fine-grained; proof-complexity,ok,14,101380,NP:15; P:9,CSP:2; Determinant:1; Dominating Set:2; Kolmogorov Complexity:9; SAT:14; Vertex Cover:1,ETH:5; P != NP:5; SETH:21
arxiv:2607.03189,2607.03189,Edge Geography is XNLP-hard for Pathwidth and in XP for Tree-Partition Width,2026,,parameterized,ok,71,150132,FPT:3; NP:1; PSPACE:9; XNLP:22; XP:27,CSP:1; Parity:11; QBF/TQBF:2,
arxiv:2607.03561,2607.03561,How to Avoid Debate: Scalable AI Safety via Doubly-Efficient Interactive Proofs,2026,,interactive-proofs; structural,ok,37,131579,IP:11; NP:5; PCP:1; PSPACE:5,Error-Correcting Code:1; Majority:1; Parity:2,Random Oracle / Relativization:4
arxiv:2607.07366,2607.07366,Hardness of Frequency-Related Queries on Compressed Strings,2026,,fine-grained,ok,59,128788,,Majority:1; Matrix Multiplication:19; Orthogonal Vectors:14,OV Conjecture:6
arxiv:2607.08517,2607.08517,Quantum Communication Lower Bounds for Search Problems via Matrix Discrepancy,2026,,communication-complexity,ok,17,76099,,Collision/Element Distinctness:1; Index:1; Matching:1; Pigeonhole:1; Set Disjointness:1,
arxiv:2607.10897,2607.10897,The Complexity of Computing Coarse Correlated Equilibria in Markov Games with a Single Controller,2026,,total-search,ok,25,133189,CLS:2; NE:23; PCP:8; PLS:2; PPAD:42,Nash Equilibrium:1,
arxiv:2607.12250,2607.12250,Experimental demonstration of scalable quantum blockchain with exponentially superior quantum communication complexity,2026,,communication-complexity; quantum-complexity,error,0,0,,,
arxiv:2607.13217,2607.13217,Hierarchical $\mathcal{F}$-Clustering: Approximation and Hardness of Clustering into Trees and Bounded Diameter Graphs,2026,,hardness-of-approximation,ok,29,120419,NP:7,Max-Flow:1; Vertex Expansion/SSE:4,P != NP:2
arxiv:2607.14779,2607.14779,Kernelization for $H$-Packing Revisited,2026,,parameterized,ok,49,135122,NP:10; coNP:9,Hitting Set:1; Independent Set:9; Matching:1; Vertex Cover:62,
arxiv:2607.22088,2607.22088,Weak Permanent Anti-Concentration for Random Gaussian Matrices in Boson Sampling,2026,,average-case; quantum-complexity; structural,ok,24,70244,BPP^NP:4; IQP:1; P:1; Wk:19; sharpP:6,Determinant:2; Permanent:30; Quantum Circuit Sampling:31,PH does not collapse:1
arxiv:2607.26028,2607.26028,A Spectral Proof of the Hypergraph Moore Bound,2026,,average-case,ok,17,56774,,CSP:2; Parity:6; Random k-SAT Refutation:1,
arxiv:2607.27181,2607.27181,Reconfigurable Optical Platform for One-way Quantum Communication Complexity,2026,,communication-complexity; quantum-complexity,ok,8,87429,P:6; WP:1; Wk:1,Parity:1,
arxiv:2607.28062,2607.28062,Tight UGC Thresholds for Geometric Stabbing Problems,2026,,hardness-of-approximation,ok,22,109247,FPT:2; NP:4,CSP:40; Hitting Set:3; Unique Games:3; Vertex Cover:1,Unique Games Conjecture:25
arxiv:2607.29672,2607.29672,The Kikuchi Hierarchy is Sharp for $k$XOR,2026,,average-case; proof-complexity,ok,62,223713,L:6,CSP:16; Majority:4; Parity:23; Random k-SAT Refutation:2,
arxiv:2608.00203,2608.00203,A Subsampling Theorem for Constraint Satisfaction Problems with Large Arity,2026,,hardness-of-approximation; interactive-proofs; query-complexity,ok,30,102142,AM:25; NP:1,CSP:66; Max-Cut:2,
arxiv:2608.00333,2608.00333,Sharp Hardness for MAX-3-CUT and Quantum MAX-CUT,2026,,hardness-of-approximation,ok,35,149188,NP:28; PCP:7; QMA:2,3SAT:3; CSP:5; Local Hamiltonian:3; MAX-SAT:4; Majority:4; Max-Cut:51; Set Cover:1; Unique Games:19; Vertex Cover:1,P != NP:1; Unique Games Conjecture:20
arxiv:2608.01812,2608.01812,Alphabet-Preserving Lifting for the Log-Rank Conjecture,2026,,communication-complexity,ok,21,69871,IP:1; P:26; SigmaP:4; UP:1; Wt:4; coNP:1,Graph Coloring:2; Independent Set:6,Log-Rank Conjecture:4
arxiv:2608.01889,2608.01889,Beyond the PPAD hardness of Auto-bidding Auctions,2026,,total-search,ok,110,201885,E:1; FP:7; L:4; NP:2; P:3; PPA:1; PPAD:10,Nash Equilibrium:18,
arxiv:2608.04141,2608.04141,Zero-error information equals amortized communication complexity,2026,,communication-complexity,ok,30,101336,E:11; FP:68; NC1:1; NC2:1,Equality:1; Search/Grover:3; Set Disjointness:12,
arxiv:2608.04446,2608.04446,Taming Treewidth DP with Modulators: A General Booster for Graph Heuristics,2026,,parameterized,ok,8,55209,FPT:2; MIP:2; NP:10,Hamiltonian Path/Cycle:1; Independent Set:7; Majority:2; SAT:2; TSP:1; Vertex Cover:6,
arxiv:2608.05331,2608.05331,On the Approximability of Boolean Max-$k$-CSP,2026,,hardness-of-approximation,ok,6,47353,NP:5; PCP:1,CSP:18; Graph Coloring:1; Max-Cut:1; SAT:1; Unique Games:3,Unique Games Conjecture:5
arxiv:2608.05613,2608.05613,Predictor-Impossibility Theorem and Applications,2026,,structural,ok,9,19332,IP:1; NP:15; P:17; PSPACE:1,QBF/TQBF:2,P != NP:2
arxiv:2608.06077,2608.06077,Optimal Time-Space Tradeoff for Dynamic Difference-Encoded Dictionaries,2026,,space-complexity,ok,31,195009,,,
arxiv:cs/0001014,cs/0001014,Nondeterministic Quantum Query and Quantum Communication Complexities,2000,,communication-complexity; quantum-complexity; query-complexity,ok,14,72104,AM:2; MA:1; NP:5,Equality:2; Parity:4; Sensitivity/Block Sensitivity:2; Set Disjointness:4,Log-Rank Conjecture:1
arxiv:cs/0506068,cs/0506068,Quantum Arthur-Merlin Games,2005,,interactive-proofs; quantum-complexity,ok,13,85726,AM:6; AWPP:1; BPP:1; BQP:15; EXP:1; FP:6; GapP:13; IP:2; MA:2; NP:4; P:6; PH:2; PP:11; PSPACE:6; QAM:32; QIP:8; QMA:53; sharpP:3,,
arxiv:cs/9907033,cs/9907033,Unambiguous Computation: Boolean Hierarchies and Sparse Turing-Complete Sets,1999,,parameterized; structural,ok,18,82257,BH:2; BPP:1; CH:16; DeltaP:10; E:17; MA:4; NE:1; NP:36; P:29; PH:1; PiP:6; SigmaP:54; SigmakP:5; UP:206; ZPP:1; coUP:2,,Random Oracle / Relativization:1
arxiv:cs/9907036,cs/9907036,Exact Analysis of Dodgson Elections: Lewis Carroll's 1876 Voting System is Complete for Parallel Access to NP,1999,,structural,ok,10,85298,NP:52; NP^NP:2; NP^NP^NP:1; P:5; PH:5; P^NP:2; Theta2P:54,Kolmogorov Complexity:1; Majority:9,P != NP:1; PH does not collapse:1
arxiv:cs/9909020,cs/9909020,Query Order,1999,,structural,ok,11,77290,BH:97; MA:6; NP:64; NP^NP:3; P:99; PH:1; P^BH:9; PikP:1; RP:3; SigmakP:3,,PH does not collapse:1
arxiv:cs/9910007,cs/9910007,A Downward Collapse within the Polynomial Hierarchy,1999,,structural,ok,14,58525,BPP:2; FP^NP:2; NP:30; NP^NP:2; P:146; PH:15; PSPACE:1; PikP:15; Sigma3P:1; SigmaP:16; SigmakP:214; coNP:2; coNP^NP:2,,
arxiv:quant-ph/0311189,quant-ph/0311189,Lower bounds for randomized and quantum query complexity using Kolmogorov arguments,2003,,meta-complexity; quantum-complexity; query-complexity,ok,23,51872,APX:1; RL:10,Kolmogorov Complexity:12,
doi:10.1007/978-3-540-28629-5_65,quant-ph/0312003,An Algorithmic Argument for Nonadaptive Query Complexity Lower Bounds on Advised Quantum Computation,2003,,quantum-complexity; query-complexity,ok,13,101015,BPP:14; BQP:8; DSPACE:1; L:5; P:5; SigmaP:3,Collision/Element Distinctness:1; Kolmogorov Complexity:5; Pigeonhole:5,
doi:10.4086/toc.2005.v001a001,quant-ph/0402095,Limitations of Quantum Advice and One-Way Communication,2004,,communication-complexity; quantum-complexity; space-complexity; structural,ok,18,99968,AWPP:1; BPP:1; BQP:53; EXP:2; NP:15; PP:24; QMA:1; SZK:2; coNP:1,Equality:2; Set Disjointness:4,Random Oracle / Relativization:3
doi:10.1007/s00037-006-0212-7,quant-ph/0501057,THE QUANTUM ADVERSARY METHOD AND CLASSICAL FORMULA SIZE LOWER BOUNDS,2006,,circuit-complexity; quantum-complexity; query-complexity,ok,38,83685,L:4; NP:2,Collision/Element Distinctness:7; Karchmer-Wigderson:1; Kolmogorov Complexity:7; Majority:28; Parity:1; Search/Grover:1; Sensitivity/Block Sensitivity:1,
arxiv:quant-ph/0610085,quant-ph/0610085,A lower bound on entanglement-assisted quantum communication complexity,2006,,communication-complexity; quantum-complexity,ok,2,32908,AM:1; IP:6,Inner Product:1; Majority:1; Set Disjointness:2,
doi:10.1145/1250790.1250867,quant-ph/0611054,Negative weights make adversaries stronger,2006,,circuit-complexity; meta-complexity; quantum-complexity; query-complexity,ok,26,88870,P:11; PP:1; Wt:1,Collision/Element Distinctness:9; Kolmogorov Complexity:2; Parity:1,
arxiv:quant-ph/0611209,quant-ph/0611209,"Exponential separations for one-way quantum communication complexity, with applications to cryptography",2006,,communication-complexity; derandomization; quantum-complexity,ok,6,53637,L^P:1; NP:1,Matching:5; Parity:3,P != NP:1
